Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2024/25,9.65
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2025/26,9.65
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2026/27,9.7
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2027/28,9.7
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2028/29,9.75
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2029/30,9.8
Farm price,Soybeans,Crops,Dollars per bushel,Market year,2030/31,9.9
Farm price,Wheat,Crops,Dollars per bushel,Market year,2019/20,4.58
Farm price,Wheat,Crops,Dollars per bushel,Market year,2020/21,4.7
Farm price,Wheat,Crops,Dollars per bushel,Market year,2021/22,4.9
Farm price,Wheat,Crops,Dollars per bushel,Market year,2022/23,4.95
Farm price,Wheat,Crops,Dollars per bushel,Market year,2023/24,5
Farm price,Wheat,Crops,Dollars per bushel,Market year,2024/25,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2025/26,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2026/27,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2027/28,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2028/29,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2029/30,5.1
Farm price,Wheat,Crops,Dollars per bushel,Market year,2030/31,5.1
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2019,88.6
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2020,70.8
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2021,78.8
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2022,85.2
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2023,85.5
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2024,86.8
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2025,88
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2026,87.7
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2027,86.7
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2028,85.9
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2029,85.3
National composite price,Chicken,Livestock/Dairy,Cents per pound,Calendar year,2030,84.8
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2019,48.2
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2020,36.4
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2021,40.3
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2022,43.5
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2023,43.7
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2024,44.3
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2025,45
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2026,44.8
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2027,44.3
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2028,43.9
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2029,43.6
"Broilers, farm price",Chicken,Livestock/Dairy,Cents per pound,Calendar year,2030,43.4
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2019,57.9
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2020,70.3
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2021,69.9
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2022,70.2
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2023,69.5
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2024,69.9
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2025,69.5
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2026,70
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2027,69.7
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2028,69.6
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2029,69.6
"Turkey, farm price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2030,69.5
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2019,89.2
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2020,106.1
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2021,105.5
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2022,106
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2023,104.9
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2024,105.5
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2025,104.9
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2026,105.7
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2027,105.3
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2028,105
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2029,105
"Hen turkeys, National price",Turkey,Livestock/Dairy,Cents per pound,Calendar year,2030,104.9
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2019/20,43.2
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2020/21,45.2
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2021/22,44.9
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2022/23,46.6
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2023/24,44.8
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2024/25,45.4
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2025/26,42.6
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2026/27,42
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2027/28,42.6
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2028/29,43.6
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2029/30,45.7
"Stocks/use ratio, percent",Barley,Crops,Percent,Market year,2030/31,44.6
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2019/20,14.4
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2020/21,14.9
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2021/22,15.2
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2022/23,15.8
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2023/24,16.1
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2024/25,16.8
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2025/26,17.3
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2026/27,17.3
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2027/28,17.5
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2028/29,17.8
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2029/30,17.8
"Stocks/use ratio, percent",Corn,Crops,Percent,Market year,2030/31,17.8
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2019/20,40
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2020/21,42.2
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2021/22,36.5
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2022/23,33.9
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2023/24,32.1
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2024/25,32.1
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2025/26,32.2
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2026/27,31.7
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2027/28,31.6
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2028/29,30.8
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2029/30,30
"Stocks/use ratio, percent",Upland Cotton,Crops,Percent,Market year,2030/31,29
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2019/20,25.1
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2020/21,25.7
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2021/22,24.7
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2022/23,23.9
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2023/24,23.3
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2024/25,22.6
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2025/26,22
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2026/27,24.4
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2027/28,26.3
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2028/29,24.1
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2029/30,22.9
"Stocks/use ratio, percent",Oats,Crops,Percent,Market year,2030/31,24.7
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2019/20,12
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2020/21,19.5
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2021/22,16.2
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2022/23,15.7
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2023/24,15.6
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2024/25,15.6
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2025/26,15.8
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2026/27,16
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2027/28,16
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2028/29,16.2
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2029/30,16.2
"Stocks/use ratio, percent",Rice,Crops,Percent,Market year,2030/31,16.3
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2019/20,7.9
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2020/21,8.1
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2021/22,7.5
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2022/23,8
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2023/24,8.5
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2024/25,7.7
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2025/26,7
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2026/27,7.5
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2027/28,8
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2028/29,8.5
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2029/30,7.7
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2030/31,7
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2019/20,13.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2020/21,6.4
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2021/22,5.7
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2022/23,5.9
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2023/24,6.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2024/25,6.4
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2025/26,6.4
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2026/27,6.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2027/28,6.2
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2028/29,6
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2029/30,5.9
"Stocks/use ratio, percent",Soybeans,Crops,Percent,Market year,2030/31,5.7
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2019/20,49.2
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2020/21,42.1
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2021/22,40.2
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2022/23,38.5
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2023/24,37.6
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2024/25,36.2
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2025/26,34.8
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2026/27,34
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2027/28,34
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2028/29,33.8
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2029/30,34.1
"Stocks/use ratio, percent",Wheat,Crops,Percent,Market year,2030/31,34.5
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2019/20,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2020/21,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2021/22,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2022/23,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2023/24,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2024/25,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2025/26,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2026/27,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2027/28,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2028/29,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2029/30,0.52
Loan rate,Upland Cotton,Crops,Dollars per pound,Market year,2030/31,0.52
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2019/20,0.596
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2020/21,0.61
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2021/22,0.63
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2022/23,0.655
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2023/24,0.66
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2024/25,0.665
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2025/26,0.67
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2026/27,0.675
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2027/28,0.68
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2028/29,0.685
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2029/30,0.69
Farm price,Upland Cotton,Crops,Dollars per pound,Market year,2030/31,0.695
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2019/20,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2020/21,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2021/22,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2022/23,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2023/24,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2024/25,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2025/26,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2026/27,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2027/28,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2028/29,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2029/30,0
Soybean oil price (dollar/pound),Soybean oil,Crops,Dollars per pound,Market year,2030/31,0
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2019/20,300
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2020/21,335
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2021/22,350
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2022/23,347
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2023/24,345
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2024/25,341
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2025/26,341
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2026/27,344
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2027/28,345
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2028/29,348
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2029/30,350
Soybean meal price (dollar/ton),Soybean meal,Crops,Dollars per short ton,Market year,2030/31,355
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2019/20,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2020/21,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2021/22,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2022/23,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2023/24,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2024/25,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2025/26,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2026/27,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2027/28,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2028/29,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2029/30,7
Loan rate,Rice,Crops,Dollars per hundredweight,Market year,2030/31,7
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2019,18.63
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2020,18
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2021,17.6
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2022,18.4
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2023,17.95
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2024,17.6
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2025,17.6
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2026,18.15
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2027,18.55
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2028,18.8
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2029,19.3
All milk price,Dairy,Livestock/Dairy,Dollars per hundredweight,Market year,2030,19.6
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2019,116.78
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2020,108.71
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2021,114
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2022,120.99
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2023,117.39
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2024,116.52
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2025,114.61
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2026,112.44
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2027,110.22
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2028,108.14
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2029,106.25
"Steers, 5-area price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2030,104.61
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2019,116.08
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2020,109.03
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2021,114.31
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2022,121.32
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2023,117.71
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2024,116.84
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2025,114.92
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2026,112.75
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2027,110.52
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2028,108.43
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2029,106.54
"Beef cattle, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2030,104.9
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2019,156.75
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2020,153.13
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2021,155.17
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2022,166.09
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2023,166
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2024,165.25
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2025,162.59
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2026,159.44
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2027,156.18
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2028,153.17
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2029,150.54
"Calves, farm price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2030,148.35
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2019,51.91
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2020,48.17
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2021,51.83
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2022,59.83
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2023,59.31
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2024,59.73
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2025,58.48
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2026,57.16
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2027,57.08
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2028,55.83
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2029,55.87
"Hogs, farm price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2030,55.92
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2019/20,13.2
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2020/21,12.8
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2021/22,13.2
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2022/23,13
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2023/24,13.1
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2024/25,13.3
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2025/26,13.4
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2026/27,13.5
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2027/28,13.5
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2028/29,13.5
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2029/30,13.5
Farm price,Rice,Crops,Dollars per hundredweight,Market year,2030/31,13.5
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2019,47.95
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2020,43.24
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2021,46.5
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2022,53.68
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2023,53.21
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2024,53.58
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2025,52.46
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2026,51.28
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2027,51.21
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2028,50.09
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2029,50.12
"National base, live equivalent price",Pork,Livestock/Dairy,Dollars per hundredweight,Calendar year,2030,50.17
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2019,142.22
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2020,136.8
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2021,138.5
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2022,148.25
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2023,148.16
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2024,147.49
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2025,145.12
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2026,142.31
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2027,139.4
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2028,136.71
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2029,134.36
"Feeder steers, Oklahoma City price",Beef,Livestock/Dairy,Dollars per hundredweight,Calendar year,2030,132.41
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2019,79.7
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2020,93.5
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2021,88.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2022,104.3
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2023,103.5
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2024,107.4
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2025,109.3
"Eggs, farm price",Egg,Livestock/Dairy,Cents per dozen,Calendar year,2026,112
